,Unnamed: 0,Nome da rede,Link veja,Critico,texto
22,,Bocada's,https://vejasp.abril.com.br/estabelecimento/bocadas/,Resenha por Arnaldo Lorençato,"Uma das melhores surpresas da Barra Funda, a pizzaria pode assustar quem gosta de lugares com visual arrumadinho ou com jeito de praça de alimentação de shopping center. O salão, de iluminação amarelada e aparência de galpão bagunçado, é sede de uma das boas pizzarias da cidade e que por pouco não está entre as top 3. Aliás, deixou de ser primazia daquele pedaço da cidade, com a abertura da primeira filial na Vila Madalena. O que vale nos dois endereços é a qualidade dos discos de massa de fermentação prolongada e textura elástica sobre os quais se assentam coberturas clássicas e algumas mais inventivas. Quer margherita (R$ 48,00)? Tem. Mas que tal se arriscar por ousadias como a de folhas de couve rasgadas com cubinhos de jiló, sálvia e queijos taleggio e parmesão sobre molho de tomate (R$ 46,00) e a karasumi com ovas de tainha curadas na casa com gema também curada e ralada sobre molho de tomate (R$ 52,00)? "
23,,Borgo Mooca,https://vejasp.abril.com.br/estabelecimento/borgo/,Resenha por Arnaldo Lorençato,"Se existe uma referência gastronômica na Mooca, ela tem nome: Borgo Mooca. O restaurante do chef Matheus Zachini coleciona muitos acertos, inclusive em um ano que não foi fácil para o cozinheiro, que teve um sério problema de saúde e precisou se afastar por um longo período. A equipe treinada por ele e orientada por sua mulher, a ex-publicitária Bianca Giacomellia, conseguiu manter a qualidade do cardápio. O menu traz deliciosas pedidas como o duo de lagostins crus com cerefólio e ostras gratinadas ao bechamel leve com queijo azul de Bofete (R$ 78,00), numa alusão ao mar da França. Ainda do mar, o espetinho asiático de minilulas e mariscos akagai na brasa é banhado por molho satay e tem a companhia de piadina al nero di seppia (R$ 68,00). O cupim defumado com aligot de feijão- branco sai a R$ 75,00. Adoça o paladar a panacota de creme de leite infusionado em baunilha, mel de capim-limão e pistache torrado (R$ 30,00). Recomenda- se fazer reserva. "
24,,Bottega Bernacca,https://vejasp.abril.com.br/estabelecimento/bottega-bernacca/,Resenha por Arnaldo Lorençato e Saulo Yassuda,"Quando surgiu, em 2014, a casa tinha espírito de taberna, com vinho servido em copinhos de vidro e mais petiscos que pratos no cardápio. Atualmente com jeito acentuado de restaurante, a marca de Davide Bernacca atende em três endereços — o mais recente deles abertos na Rua Amauri —, com mais opções de pratos. As unidades são pequenas e aconchegantes, com salões escurinhos e velas sobre as mesas. De entrada, vai bem o chamado cipriani carpaccio (R$ 53,90), que traz fatias de filé-mignon cortadas de maneira mais rústica e temperadas com um pouco de molho de mostarda. O bom espaguete à amatriciana branca, com pancetta, cebola e vinho branco, é servido na mesa direto da panela (R$ 56,90). Bem doce, o tiramisu não vale os R$ 31,90 cobrados."
25,,Bottled Dog,https://vejasp.abril.com.br/estabelecimento/bottled-dog/,Resenha por Saulo Yassuda e Gabrielli Menezes,"É só cair a tarde que a calçada e o salão deste bar ficam fervidos, com gente interessada não só em cervejas especiais, mas também em esfriar a cabeça após um dia de trabalho. Opções para que ambos os objetivos sejam alcançados com sucesso não faltam. Mais precisamente, são 320 rótulos da bebida dispostos em prateleiras e geladeiras. Uma dica é a refrescante checa Pilsner Urquell (R$ 29,90, 500 mililitros). A belga Vedett Extra White segue as regras da witbier com casca de laranja, coentro e trigo na fórmula (R$ 25,90, 330 mililitros). Da ala dos comestíveis, fique com o sanduba no palito (R$ 29,90), feito de filé-mignon com queijo e cebola caramelada no pão francês."
26,,By Koji,https://vejasp.abril.com.br/estabelecimento/by-koji/,Resenha por Arnaldo Lorençato,"As melhores mesas do restaurante de Koji Yokomizo, que ganhou uma unidade em Lisboa, ficam de frente para o gramado do Estádio do Morumbi. O chef, que nem sempre está no restaurante, mantém uma boa equipe. Vale prestar atenção a itens mais simples do cardápio, mas muito bons. É o caso dos teishokus, entre eles de sashimi e sushi (R$ 90,00). Numa caixa, junto de complementos, chegam as especialidades preparadas com atum, barriga de olho-de-boi, carapau… Não falta o salmão, é claro, mas é possível substituir esse peixe por outros. Na sobremesa, o nada oriental brigadeiro de colher (R$ 17,00) costuma ter muitos fãs."
27,,Cais,https://vejasp.abril.com.br/estabelecimento/cais/,Resenha por Arnaldo Lorençato,"Embora seja um restaurante com foco nos ingredientes do mar, nem todas as sugestões do cardápio são preparadas com pescados. As empanadas de quiabo e milho (R$ 27,00, cinco unidades), lindas e douradas, são vegetarianas. O sopro litorâneo aparece nos pastéis de massa mais grossinha recheados de casquinha de siri (R$ 36,00, cinco unidades). Na linha mar e terra, o saboroso minipolvo leva romesco, molho normalmente com pimentão vermelho e amêndoa, feito no restaurante com linguiça, tomate e especiarias (R$ 56,00). A linguiça de formato circular conhecida como cuiabana tem atum mais queijo minas padrão na composição (R$ 36,00). Precisa de uma guarnição que pode ser a cebola assada com vinagre de jerez (R$ 33,00). Na sobremesa, a torta de queijo com caramelo salgado por baixo mais sorvete de leite (R$ 26,00) sofre com os efeitos do maçarico usado na hora de servir. Instalado em um agradável sobradinho, o Cais pertence a Guilherme Giraldi e ao chef Adriano de Laurentiis."
28,,Camelo,https://vejasp.abril.com.br/estabelecimento/camelo-jardim-paulista/,Resenha por Arnaldo Lorençato,"Tendo como ponto de partida a unidade dos Jardins, onde nasceu 64 anos atrás como um restaurante árabe, a pizzaria abriu seu sétimo endereço em agosto de 2021 no Tatuapé, que vinha funcionando apenas para delivery. Especialidade herdada da época em que servia comida árabe, o quibe frito foi banido do cardápio. Felizmente, ainda dá para petiscar o crocante frango à passarinho (R$ 70,00) preparado com generosa quantidade de alho frito. Indeciso diante da extensa lista de coberturas? São escolhas sem erro a chèvre (queijo de cabra, crocante de presunto, tomate confit e pesto de rúcula; R$ 98,00) e a siciliana (linguiça picante moída, alcaparra, muçarela, provolone, cebola temperada e azeitona preta; R$ 95,00). Quem não come carne pode solicitar a vegetariana (palmito, cogumelo-paris, brócolis, abobrinha, tomate em cubos e muçarela; R$ 95,00). Uma sobremesa que faz sucesso mas parece feita no improviso, a banana brûlée (R$ 30,00) combina banana crua tostada na salamandra com açúcar acompanhada de sorvete de doce de leite Häagen-Dazs sobre farofa de farinha láctea. "
29,,Cantaloup,https://vejasp.abril.com.br/estabelecimento/cantaloup/,Resenha por Arnaldo Lorençato ,"É o primeiro dos restaurantes abertos pelo empresário Daniel Sahagoff, que neste ano foi finalista ao título de restaurateur do ano — ele está à frente ainda do Loup e do bar Levels, todos no Itaim Bibi. Quem responde pelo cardápio, dividido entre França e Itália, é o chef Valdir Oliveira. A salada de maionese com camarão graúdo junto de salsão e alface segue linha clássica e é das mais inspiradas. Custa R$ 65,00. A atenção do cozinheiro não é apenas para as carnes, mas também para as guarnições. Uma caprichada polenta de mandioquinha e queijo Cuesta, elaborado em Pardinho (SP), escolta o stinco de vitelo (R$ 102,00). Há uma intromissão nacional: o lombinho, tutu de feijão com linguiça, farofa, couve e ovo frito (R$ 75,00), que passa longe daquela tradicional apresentação de boteco, uma vez que chega todo arrumadinho no prato. Boa escolha para encerrar: a esfera de chocolate branco e musse de queijo com sorbet e calda de goiaba (R$ 29,00), criação do confeiteiro Arnor Porto. "
30,,Caos Brasilis,https://vejasp.abril.com.br/estabelecimento/caos-brasilis/,Resenha por Arnaldo Lorençato ,"Um antigo galpão colado à escadaria do Patápio, na Vila Madalena, abriga o Caos Brasilis, aberto dois meses atrás. Na cozinha, há uma turma jovem e afinada comandada pelo chef Bruno Hoffmann, que se tornou um rosto conhecido depois de sua participação na segunda edição de Mestre do Sabor, na Rede Globo. Hoffmann, que chegou a comandar brevemente o extinto Vito, na Vila Madalena, e esteve à frente do V.E.R.A., casa de vida breve em Perdizes, investe na releitura de clássicos do receituário nacional. É uma cozinha autoral, que pode até desapontar quem espera pedidas originais. Para comer em um par de bocadas, o tacacá burger (R$ 28,00) é um delicioso sandubinha de porco e camarão no brioche de mandioquinha ao molho tártaro de tucupi e jambu com crocantes chips ao sal de camarão. E vou avisando: o cuscuz paulista (R$ 32,00) não leva apenas farinha de milho, que vem misturada a abóbora-cabotiá acompanhada de emulsão de coco e castanha-de-caju ao vinagrete de tucupi e salada de feijão-­manteiguinha, vagem, ervilha-torta e azeite de coentro. Outro clássico de São Paulo, o virado (R$ 85,00) é uma peça gigantona de prime rib de porco da raça duroc à milanesa com um toque de pólen de abelha jataí mais bolinho de couve e tutu de feijão, uma folha de couve recheada de purê de feijão-preto no vapor, purê de banana-da-terra, salada mista de cevadinha e trigo-­sarraceno. A moqueca baiana (R$ 81,00) transforma-se num peixe na brasa com vinagrete de lula, abóbora-­cabotiá e cogumelo shiitake, banhado por espuma de moqueca e pimenta cambuci recheada de vatapá da mesma abóbora. Nas mãos do confeiteiro carioca Fabricio Luminato, as sobremesas brilham. É o caso do pastel e caldo de cana (R$ 30,00), cuja massa de pastel sequinha surge numa torre recheada de creme de banana, fruta que também aparece crua ao limão mais sorvete de cachaça com melaço e gel de caldo de cana."
31,,Casa Europa,https://vejasp.abril.com.br/estabelecimento/casa-europa/,Resenha por Arnaldo Lorençato ,"O ambiente, decorado com muita madeira de jeitão rústico, dá o tom de informalidade ao restaurante, com grandes janelões para a rua. Para começar, cai bem o trio de ostras (R$ 58,00) ou uma das raras pedidas não italianas: a salada niçoise (R$ 65,00), típica da Riviera Francesa. É feita aqui com um mix colorido de folhas verdes e roxas, azeitona preta, batata, vagem, cebola-ro xa e atum selado e não em conserva, como manda a original — aliás, bem melhor assim. Num molho emulsionado, o tagliolini cacio e pepe (R$ 73,00) chega al dente e com pimenta-do-reino preta na medida. A musse de limão-siciliano (R$ 28,00), coroada por uma bela camada de merengue, está entre as melhores da cidade"
32,,Casa Rios Restaurante,https://vejasp.abril.com.br/estabelecimento/casa-rios/,Resenha por Arnaldo Lorençato,"Depois de um hiato de quase dois anos, o Rios voltou a funcionar no Tatuapé, não mais como o restaurante que existiu na mesma Rua Itapura, mas como Casa Rios. À frente da cozinha, aliás, aberta, está Rodrigo Aguiar, chef revelação de VEJA SÃO PAULO COMER & BEBER em 2017. Ele divide a criação do cardápio com a namorada, a igualmente talentosa Giovanna Perrone, vencedora da primeira temporada do reality Top Chef. Além desse endereço — montado em parceria com Terlange Souza e Danielle Felix, clientes da primeira versão do Rios e sócios do quase vizinho St. John’s Irish Pub —, a dupla é dona da lanchonete Zoe Sandwich Shop, onde se provam os melhores sanduíches da cidade pela mais recente edição do COMER & BEBER. No Casa Rios, a grelha está em alta. Por ela passam várias das opções do menu. É o caso da deliciosa coxinha de galinha, salgadinho servido com emulsão de requeijão defumado (R$ 34,00, quatro unidades). Um dos melhores itens criados por eles é um prato vegetariano: brócolis na brasa com quirera de milho vermelho cozida no caldo de vegetais tostados ao qual se adiciona manteiga de poejo, pimenta-biquinho, lascas de queijo Tulha, azeite de café e gotas de limão-cravo (R$ 75,00). Também encanta o peixe do dia, que pode ser robalo, prejereba ou olhete. De pele crocante, vem na companhia de salada de chuchu, cebola-roxa, rabanete e folhas de coentro mais mandioca cozida em caldo de pescado e finalizada na manteiga (R$ 98,00). Destinada a dois apetites, a costela de porco preto depois de passar pelo forno a lenha vai à mesa junto de feijão-mudubim, creme de cogumelos, minicebolas glaceadas no melado de cana e farofinha de beiju com cebola. Sai a R$ 215,00. O milho em texturas (bolo de pamonha, crocante de canjiquinha, chantili de capim-limão e curau aerado; R$ 32,00) disputa atenção com a torta de queijo de minas com compota de doce de abóbora e especiarias (R$ 34,00) na hora da sobremesa. Que belo regresso."
33,,Cava Bar,https://vejasp.abril.com.br/estabelecimento/cava-bar/,Resenha por Saulo Yassuda,"É necessário descer alguns degraus para alcançar o bar, montado na parte abaixo do nível da rua de um sobrado. Cheia de cantinhos escuros, a casa é muito procurada por casais enamorados, mas também tem um pequeno quintal atrás, onde ficam grupinhos de amigos. Todo mundo é embalado por uma trilha sonora eclética, mas harmoniosa, que une canções de épocas diferentes sem medo de ser pop. O atendimento é feito por poucos funcionários e o clima é quase caseiro. A carta executada pela bartender Bruna Santi Valenzuela é quase toda de clássicos, mas não só, divididos entre encorpados, amargos, secos, “excêntricos” e cítricos/refrescantes. O parrudo easy speak (R$ 37,00), de bourbon, Cynar70 e xarope simples, fica melhor depois que o gelo o diluiu um pouco. A carta de comidinhas é mínima, mas com boas opções, como o sanduíche de copa com queijo brie e agrião ao molho de mostarda de Dijon e mel no brioche (R$ 35,00)."
